movie_title,사극,SF,어드벤처,액션,범죄,판타지,가족,미스터리,스릴러,뮤지컬,코미디,공포(호러),애니메이션,드라마,서부극(웨스턴),전쟁,멜로/로맨스,기타,다큐멘터리,공연,성인물(에로),director_power,actor_power,1주차스크린점유율,2주동안의 경쟁영화수,1주차실관람객평균평점,누적_매출액,nationality_한국영화,watch_grade_15세이상관람가,watch_grade_전체관람가,watch_grade_청소년관람불가
다이버전트 시리즈: 얼리전트,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.366704427710046,16.916147367483152,0.0766,4.532599493153256,2.200240307646959,20.501098491488175,0.0,0.0,0.0,0.0
닥터 스트레인지,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.501134087379269,16.491349264646047,0.325,4.454347296253507,2.298637018253485,24.30079563103435,0.0,0.0,0.0,0.0
달빛궁궐,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.473565240618186,0.05800000000000001,4.6913478822291435,2.2800157487871355,20.756714927243546,1.0,0.0,1.0,0.0
당갈,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.840918095784904,0.048,4.795790545596741,2.3513752571634776,19.837494128192972,0.0,0.0,0.0,0.0
"당신, 거기 있어줄래요",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.525150217208363,0.13679999999999998,4.718498871295094,2.2879805039926038,22.848973222354243,1.0,0.0,0.0,0.0
대니쉬 걸,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.272579662394172,0.046,4.189654742026425,2.2799874649991763,20.53021733363139,0.0,0.0,0.0,1.0
대립군,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.087333216112542,18.115714115567982,0.1492,4.962844630259907,2.188517586467448,22.519994539557715,1.0,1.0,0.0,0.0
대장 김창수,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.749388642708011,18.246683635475662,0.11349999999999999,4.736198448394496,2.2752498895635056,21.726643582149695,1.0,0.0,0.0,0.0
더 넌,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.845758371234675,0.1292,4.584967478670572,2.1562895365885173,22.877447239025106,0.0,1.0,0.0,0.0
더 킹,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.917379351537411,19.089854521128984,0.2124,4.718498871295094,2.26116491422226,24.328062374033998,1.0,1.0,0.0,0.0
더 테이블,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.973449153718311,16.608527939442517,0.0395,4.820281565605037,2.2316181392614864,20.242864338333085,1.0,0.0,0.0,0.0
더 페이버릿: 여왕의 여자,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.06108735346601,0.01175,4.356708826689592,2.2787430683005754,20.65181078069737,0.0,1.0,0.0,0.0
더 포스트,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.706607021299751,14.231134193732995,0.0432,4.672828834461906,2.293315192259191,20.593452325571132,0.0,0.0,0.0,0.0
더 프레데터,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.376561587746476,14.697468556527651,0.1052,4.795790545596741,2.17164028518721,21.1242632564466,0.0,0.0,0.0,1.0
덕구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.954896174736266,0.08825,4.543294782270004,2.3664365649720733,21.39246642333753,1.0,0.0,1.0,0.0
덕혜옹주,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.436663336157164,0.1608,4.442651256490317,2.28861278047722,24.23433545438343,1.0,0.0,0.0,0.0
덤보,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.15434275696808,13.984415618898048,0.10739999999999998,4.718498871295094,2.3205710438382554,21.609274287126865,0.0,0.0,1.0,0.0
덩케르크,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.853296524979942,15.352649772397546,0.20725,4.736198448394496,2.257066477873581,23.764562025157296,0.0,0.0,0.0,0.0
데드풀,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.160283322546274,17.403025949121005,0.1984,4.189654742026425,2.2699292741261234,23.845752467199127,0.0,0.0,0.0,1.0
데드풀 2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.310525206706961,16.355046438171083,0.277,4.48863636973214,2.331041259478484,24.132177097529127,0.0,0.0,0.0,1.0
도리를 찾아서,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.336743549220994,0.1548,4.543294782270004,2.2901005110286845,23.431708066395466,0.0,0.0,1.0,0.0
도어락,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.53614822099564,0.1486,5.081404364984463,2.1004363254769416,23.234757302856043,1.0,1.0,0.0,0.0
독수리 에디,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.711476427531473,17.43127743642989,0.10200000000000001,4.74493212836325,2.3074723856743686,21.205355214057235,0.0,0.0,0.0,0.0
돈,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.375906794917224,0.23479999999999998,4.6913478822291435,2.2479515391355167,23.878943361028394,1.0,1.0,0.0,0.0
동네사람들,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.21408441138382,0.1234,5.1298987149230735,2.0014973576540775,22.046920875775005,1.0,1.0,0.0,0.0
동주,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.093654923662182,17.441732384949955,0.0858,4.189654742026425,2.336894083845112,22.50844932472542,1.0,0.0,0.0,0.0
드래곤 길들이기 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.739786400613946,0.16860000000000003,4.624972813284271,2.3340192686134236,23.052904857504128,0.0,0.0,1.0,0.0
드림 쏭,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.35176029013288,0.0634,4.430816798843313,2.259057487064339,21.168338250779012,0.0,0.0,1.0,0.0
딥워터 호라이즌,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.630023021294884,16.863532544640744,0.0624,4.406719247264253,2.2531906641774992,20.444780073851298,0.0,0.0,0.0,0.0
라스트 미션,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.53020336076521,14.212455868784708,0.076,4.564348191467835,2.295747318682855,20.496302763033913,0.0,1.0,0.0,0.0
라이트 아웃,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.714201408554949,0.08819999999999999,4.5217885770490405,2.1724981019675105,22.82169960116259,0.0,1.0,0.0,0.0
라이프,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.367659974317672,15.90349067714031,0.1048,4.61512051684126,2.172561250220913,22.00691430310049,0.0,1.0,0.0,0.0
램페이지,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.402348529516312,15.569629244331626,0.13775,4.700480365792417,2.3032680440298874,23.17522489610007,0.0,0.0,0.0,0.0
러브 유어셀프 인 서울,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0335,4.795790545596741,2.33214389523559,21.85776874920774,1.0,0.0,1.0,0.0
럭키,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.01960057129925,18.442138900104098,0.1905,4.430816798843313,2.291139169139263,24.373741744059842,1.0,1.0,0.0,0.0
런닝맨 : 풀룰루의 역습,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.332021961531842,0.05620000000000001,5.081404364984463,2.2293650825809666,21.04633844895601,1.0,0.0,1.0,0.0
런던 해즈 폴른,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.464140090871975,0.09674999999999999,4.48863636973214,2.2877072305847626,22.412587946522688,0.0,1.0,0.0,0.0
레고 배트맨 무비,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.15698312578333,16.43431426642948,0.063,4.770684624465665,2.290260395315104,20.59998697109343,0.0,0.0,1.0,0.0
레드 스패로,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.366869570193751,0.0616,4.672828834461906,2.2618371406492677,20.5443997842156,0.0,0.0,0.0,1.0
레디 플레이어 원,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.681036255475927,15.959693964207569,0.187,4.574710978503382,2.2981755949512856,23.50618584556065,0.0,0.0,0.0,0.0
레버넌트: 죽음에서 돌아온 자,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.949135898953996,16.22315781701433,0.14300000000000004,4.543294782270004,2.2113085111546966,23.33356401912027,0.0,1.0,0.0,0.0
레슬러,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.038870561060556,0.1976,4.3694478524670215,2.08975482470245,22.498510121173613,1.0,1.0,0.0,0.0
레이디 버드,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.873008888536845,15.483934810163321,0.060399999999999995,4.709530201312334,2.2676855065093378,20.218066524100838,0.0,1.0,0.0,0.0
레전드 오브 타잔,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.778761623762275,0.1066,4.430816798843313,2.219382238142748,22.67448333678055,0.0,0.0,0.0,0.0
레지던트 이블: 파멸의 날,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.155977300692264,11.02531584723697,0.0904,4.406719247264253,2.2677953963170876,22.56036567998727,0.0,0.0,0.0,1.0
로건,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.83960090296481,0.1458,4.61512051684126,2.2950009366084165,23.454858840136602,0.0,0.0,0.0,1.0
로그 원: 스타워즈 스토리,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.597763065735162,17.167186013684645,0.1542,4.672828834461906,2.242524753539119,22.907039780393564,0.0,0.0,0.0,0.0
"로봇, 소리",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.999028567189495,0.11939999999999999,4.48863636973214,2.258639194307954,21.813901033381537,1.0,0.0,0.0,0.0
로켓맨,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.84810725273996,0.09240000000000001,5.159055299214529,2.247905250235095,20.571087568636013,0.0,1.0,0.0,0.0
롱 리브 더 킹: 목포 영웅,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4513376600488286,16.666756065623172,0.1534,4.6913478822291435,2.2095581841694982,22.898736342202703,1.0,1.0,0.0,0.0
루돌프와 많이있어,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.819484280383351,15.940044839853575,0.0596,4.672828834461906,2.289752411884169,21.181365456907734,0.0,0.0,1.0,0.0
루시드 드림,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.80476177879438,0.07039999999999999,4.499809670330265,2.2000151972430504,20.38146683969286,1.0,1.0,0.0,0.0
리얼,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.083850386093395,0.16160000000000002,4.553876891600541,1.7167842120811494,21.907941268199753,1.0,0.0,0.0,1.0
리틀 포레스트,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.507099388095659,15.526755653621365,0.137,4.672828834461906,2.31219596239511,22.96664747264741,1.0,0.0,1.0,0.0
마녀,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.538546811942604,17.05495796186046,0.16959999999999997,4.672828834461906,2.258658390894834,23.570646384227075,1.0,1.0,0.0,0.0
마스터,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.887391703932433,0.27240000000000003,4.553876891600541,2.274343167850916,24.577582617793702,1.0,1.0,0.0,0.0
마약왕,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.560282720032028,17.640294119088328,0.1868,4.890349128221754,2.02589820914339,23.487343864686018,1.0,0.0,0.0,1.0
마이펫 오지,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.982323149008288,0.06125,4.700480365792417,2.24565564452482,20.58477674779977,0.0,0.0,1.0,0.0
마이펫의 이중생활,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.814219852870972,16.85822330394484,0.125,4.442651256490317,2.276443107951182,23.444797228470183,0.0,0.0,1.0,0.0
말모이,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.263093308243363,0.17,4.812184355372417,2.3043384401421765,23.67706684805324,1.0,0.0,0.0,0.0
매그니피센트 7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.741624412455895,17.215462271437193,0.094,4.430816798843313,2.2038936030885092,22.71215085529742,0.0,1.0,0.0,0.0
맨 인 더 다크,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.031524438965485,0.1056,4.499809670330265,2.256941257037799,22.738874205072573,0.0,0.0,0.0,1.0
맨 인 블랙: 인터내셔널,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.346106718305576,0.1892,4.9344739331306915,1.8718239983558094,22.70968091828592,0.0,0.0,0.0,0.0
메가로돈,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.062807759874442,0.08860000000000001,4.6913478822291435,2.1462607488559504,22.217523084168896,0.0,0.0,0.0,0.0
메리 포핀스 리턴즈,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.487307394862734,0.08850000000000001,4.770684624465665,2.2709969328118844,21.270763820531318,0.0,0.0,1.0,0.0
메리와 마녀의 꽃,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.617120469772969,11.258634904483765,0.09999999999999999,4.718498871295094,2.211936406634955,22.085912748103137,0.0,0.0,1.0,0.0
메이즈 러너: 데스 큐어,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.04516988582635,16.847824241214663,0.1742,4.804021044733257,2.271499866755119,23.560970071605713,0.0,0.0,0.0,0.0
명탐정 코난:진홍의 연가,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.398454368316814,13.883019413911338,0.0986,4.653960350157523,2.3134616312203518,21.863909980278745,0.0,0.0,0.0,0.0
명탐정 피카츄,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.826822178497146,0.1385,4.634728988229636,2.2658173895768075,22.089235482540776,0.0,0.0,1.0,0.0
모아나,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.378877848463738,0.14325000000000002,4.6443908991413725,2.330497214642722,23.12134986538386,0.0,0.0,1.0,0.0
모털 엔진,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.918597223528112,0.102,5.081404364984463,1.9981900597454674,21.565061927458405,0.0,0.0,0.0,0.0
목격자,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.527674989832413,17.010343998687762,0.13640000000000002,4.6913478822291435,1.8919511342336832,23.710822302530282,1.0,1.0,0.0,0.0
목소리의 형태,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.009999809731582,12.944214393228938,0.07983333333333334,4.762173934797756,2.2742770359500213,21.409396214724175,0.0,0.0,1.0,0.0
몬스터 패밀리,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.918265132104043,0.0795,4.61512051684126,2.285345584964942,21.763735675181103,0.0,0.0,1.0,0.0
몬스터 호텔 3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.356110379786815,16.00195625814317,0.11679999999999999,4.653960350157523,2.285770343509564,22.66406425778055,0.0,0.0,1.0,0.0
문라이트,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.28095589960945,0.0264,4.499809670330265,2.2205569160134933,20.640841162390874,0.0,1.0,0.0,0.0
물괴,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.959045402637246,17.421719167334263,0.213,4.795790545596741,2.068075940461109,22.510577304298238,1.0,1.0,0.0,0.0
미 비포 유,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.378198933639467,0.0858,4.499809670330265,2.29029747036068,22.227500795309208,0.0,0.0,0.0,0.0
미녀와 야수,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.514030362341412,16.339825291972296,0.27399999999999997,4.51085950651685,2.3215939262504555,24.06576325698238,0.0,0.0,1.0,0.0
미드나잇 선,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.667476167563088,0.07925,4.672828834461906,2.3524840333629466,21.192125875666694,0.0,0.0,0.0,0.0
미래의 미라이,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.471342365897433,0.0658,4.51085950651685,1.97315407206068,20.51106353378046,0.0,0.0,1.0,0.0
미성년,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.762422336649676,0.09625,4.948759890378168,2.253606056906936,21.550302328382998,1.0,1.0,0.0,0.0
미션 임파서블: 폴아웃,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.631785633824908,16.933846407455967,0.317,4.948759890378168,2.3203540584284768,24.623316202664185,0.0,1.0,0.0,0.0
미스 페레그린과 이상한 아이들의 집,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.222055286668272,16.95731209304396,0.11579999999999999,4.762173934797756,2.2666806531245296,23.58692680942324,0.0,0.0,0.0,0.0
미스컨덕트,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.807986015846847,0.08539999999999999,4.584967478670572,1.9602674527448058,20.837883904036197,0.0,1.0,0.0,0.0
미쓰백,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.210501350476882,0.101,4.762173934797756,2.3421768663344413,22.23065580044367,1.0,1.0,0.0,0.0
미씽: 사라진 여자,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.365026805722277,0.1398,4.983606621708336,2.261911709305654,22.85504025366878,1.0,1.0,0.0,0.0
미옥,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.372426175023843,0.09775,4.564348191467835,2.0677610626816048,21.35108728793485,1.0,0.0,0.0,1.0
미이라,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.647406176607804,16.407870390753608,0.23133333333333336,4.997212273764115,2.1541870495466133,24.04777015447939,0.0,1.0,0.0,0.0
